CITY CODE,STATE,METRO/MICRO,URBAN AREA AND STATE,TBONESTEAK,GRNDBEEF,SAUSAGE,FRYCHICK,TUNA,HGALMILK,DOZENEGGS,MARGARINE,PARMESAN,POTATOES,BANANAS,LETTUCE,BREAD,ORANGJUICE,COFFEE,SUGAR,CEREAL,SWEETPEAS,PEACHES,KLNX,CAS-CADE,CANOLAOIL,FROZNMEAL,FROZNCORN,POTATOCHIPS,COKE,APTRENT,HOMEPRICE,MORTRATE (%),HOMEP+I,ALL-ELECT,PARTELECT,OTHERENERGY,TOTALENERGY,PHONE,TIREBAL,GASOLINE,OPTOMETRIST,DOCTOR,DENTIST,IBUPROFEN,LIPITOR,HMBGRSAND,PIZZA,2-PCCHICK,HAIRCUT,BEAUTSALON,TOOTHPASTE,SHAMPOO,DRYCLEAN,MEN'SSHIRT,BOY'SJEANS,WOMEN'SSLACKS,WASHRREPR,NEWSPAPER,MOVIE,BOWLING,TENNSBALLS,VETSERVICES,BEER,WINE
17-40420-800,Illinois,Rockford IL Metro,Rockford IL,$10.32 ,$4.64 ,$4.10 ,$1.46 ,$0.91 ,$2.31 ,$1.85 ,$1.03 ,$3.85 ,$2.05 ,$0.48 ,$1.36 ,$1.53 ,$3.40 ,$4.40 ,$1.91 ,$3.21 ,$1.03 ,$2.40 ,$1.61 ,$4.66 ,$2.73 ,$2.72 ,$1.24 ,$3.99 ,$1.70 ,$940 ,"$225,868 ",3.93,$802 ,,$95.17 ,$81.76 ,$176.92 ,$23.86 ,$42.34 ,$2.63 ,$71.17 ,$115.58 ,$88.23 ,$9.69 ,$316.57 ,$3.82 ,$8.00 ,$3.85 ,$12.52 ,$30.03 ,$1.89 ,$0.96 ,$10.63 ,$24.26 ,$23.53 ,$26.16 ,$77.42 ,$20.37 ,$10.28 ,$3.97 ,$2.43 ,$40.52 ,$8.16 ,$7.07 
17-44100-870,Illinois,Springfield IL Metro,Springfield IL,$11.33 ,$4.64 ,$4.37 ,$1.51 ,$1.09 ,$2.31 ,$2.13 ,$0.92 ,$4.09 ,$3.02 ,$0.51 ,$1.21 ,$1.73 ,$3.28 ,$4.22 ,$2.31 ,$3.08 ,$1.07 ,$2.40 ,$1.73 ,$5.20 ,$3.03 ,$2.37 ,$1.38 ,$4.02 ,$1.68 ,$708 ,"$242,577 ",3.87,$855 ,,$84.90 ,$59.22 ,$144.12 ,$17.12 ,$38.46 ,$2.56 ,$78.63 ,$129.00 ,$81.20 ,$9.84 ,$311.86 ,$4.25 ,$9.42 ,$3.53 ,$12.56 ,$32.88 ,$1.98 ,$0.97 ,$11.12 ,$31.01 ,$24.80 ,$29.27 ,$36.19 ,$16.13 ,$10.20 ,$3.79 ,$2.27 ,$58.86 ,$7.79 ,$5.85 
18-14020-100,Indiana,Bloomington IN Metro,Bloomington IN,$8.12 ,$3.68 ,$4.42 ,$1.18 ,$1.11 ,$1.71 ,$2.32 ,$0.98 ,$3.56 ,$2.71 ,$0.56 ,$1.13 ,$1.48 ,$3.37 ,$4.55 ,$1.94 ,$3.30 ,$1.49 ,$2.81 ,$1.73 ,$4.50 ,$2.90 ,$2.35 ,$1.27 ,$2.81 ,$1.52 ,$785 ,"$241,137 ",4.03,$867 ,,$87.28 ,$70.83 ,$158.11 ,$23.77 ,$34.74 ,$2.62 ,$75.00 ,$90.83 ,$84.98 ,$8.42 ,$332.58 ,$3.54 ,$8.10 ,$2.00 ,$12.82 ,$38.19 ,$2.04 ,$0.88 ,$12.10 ,$23.04 ,$16.30 ,$22.25 ,$75.29 ,$26.54 ,$10.37 ,$3.82 ,$2.03 ,$45.91 ,$8.61 ,$5.10 
18-21780-340,Indiana,Evansville IN-KY Metro,Evansville IN,$11.46 ,$4.48 ,$4.59 ,$1.23 ,$0.90 ,$1.71 ,$1.98 ,$1.01 ,$3.89 ,$2.87 ,$0.55 ,$1.45 ,$1.27 ,$3.36 ,$4.26 ,$2.09 ,$3.17 ,$1.00 ,$2.49 ,$1.75 ,$5.22 ,$2.68 ,$2.30 ,$1.20 ,$3.32 ,$1.51 ,$714 ,"$262,025 ",3.94,$931 ,,$126.24 ,$57.57 ,$183.80 ,$29.51 ,$37.83 ,$2.51 ,$109.60 ,$91.17 ,$76.70 ,$8.83 ,$305.83 ,$3.89 ,$9.62 ,$4.39 ,$15.17 ,$35.02 ,$1.66 ,$0.84 ,$13.81 ,$19.90 ,$15.47 ,$22.98 ,$71.94 ,$23.99 ,$9.78 ,$2.95 ,$1.93 ,$43.68 ,$7.72 ,$6.56 
18-23060-400,Indiana,Fort Wayne IN Metro,Fort Wayne-Allen County IN,$11.71 ,$4.07 ,$3.68 ,$1.11 ,$0.82 ,$1.72 ,$2.01 ,$0.89 ,$3.79 ,$3.28 ,$0.53 ,$1.00 ,$1.34 ,$3.74 ,$4.88 ,$2.21 ,$3.00 ,$1.00 ,$2.57 ,$1.67 ,$4.56 ,$2.70 ,$2.40 ,$1.01 ,$3.08 ,$1.32 ,$575 ,"$243,620 ",3.65,$836 ,,$73.62 ,$67.02 ,$140.64 ,$30.99 ,$29.92 ,$2.58 ,$93.71 ,$86.87 ,$82.46 ,$8.18 ,$308.65 ,$3.68 ,$9.00 ,$3.86 ,$12.31 ,$22.31 ,$1.74 ,$0.83 ,$10.42 ,$26.41 ,$23.07 ,$33.49 ,$65.50 ,$19.83 ,$9.26 ,$3.37 ,$2.73 ,$40.97 ,$8.32 ,$6.26 
18-26900-550,Indiana,Indianapolis-Carmel-Anderson IN Metro,Indianapolis IN,$10.31 ,$4.12 ,$4.08 ,$1.17 ,$0.89 ,$1.95 ,$2.01 ,$0.97 ,$3.93 ,$2.87 ,$0.56 ,$1.25 ,$1.36 ,$3.51 ,$4.18 ,$2.19 ,$3.42 ,$1.12 ,$2.51 ,$1.85 ,$4.95 ,$2.85 ,$2.25 ,$1.15 ,$3.46 ,$1.52 ,$947 ,"$236,487 ",3.92,$839 ,,$80.10 ,$77.64 ,$157.74 ,$25.68 ,$30.88 ,$2.57 ,$86.57 ,$95.21 ,$87.60 ,$8.80 ,$331.05 ,$3.74 ,$8.74 ,$2.95 ,$18.03 ,$29.23 ,$2.32 ,$1.01 ,$12.80 ,$35.43 ,$22.88 ,$30.63 ,$55.64 ,$26.00 ,$10.57 ,$4.27 ,$2.89 ,$54.75 ,$8.29 ,$3.94 
18-26900-650,Indiana,Indianapolis-Carmel-Anderson IN Metro,Indianapolis-Morgan County IN,$10.73 ,$4.43 ,$4.59 ,$1.23 ,$0.90 ,$2.11 ,$2.09 ,$0.99 ,$3.94 ,$2.82 ,$0.55 ,$1.33 ,$1.31 ,$3.47 ,$4.13 ,$2.57 ,$3.52 ,$1.12 ,$2.69 ,$1.84 ,$4.62 ,$2.53 ,$2.49 ,$1.22 ,$3.02 ,$1.50 ,$661 ,"$236,289 ",4,$846 ,,$99.38 ,$62.98 ,$162.36 ,$26.65 ,$25.53 ,$2.54 ,$105.00 ,$93.55 ,$88.00 ,$8.34 ,$308.87 ,$3.79 ,$9.99 ,$3.79 ,$11.75 ,$25.50 ,$2.40 ,$0.90 ,$12.08 ,$22.83 ,$12.92 ,$15.94 ,$90.00 ,$26.00 ,$8.50 ,$3.50 ,$2.02 ,$34.99 ,$8.06 ,$7.04 
18-29200-720,Indiana,Lafayette-West Lafayette IN Metro,Lafayette IN,$11.72 ,$4.21 ,$3.64 ,$1.52 ,$1.17 ,$2.21 ,$1.87 ,$0.90 ,$4.01 ,$3.22 ,$0.62 ,$1.22 ,$1.40 ,$3.37 ,$5.70 ,$2.15 ,$3.16 ,$1.03 ,$1.73 ,$1.70 ,$4.64 ,$3.05 ,$2.38 ,$1.78 ,$3.42 ,$1.42 ,$659 ,"$220,911 ",4.13,$804 ,,$85.40 ,$84.38 ,$169.79 ,$28.71 ,$32.71 ,$2.57 ,$86.90 ,$88.29 ,$93.54 ,$10.03 ,$291.82 ,$3.40 ,$11.62 ,$2.86 ,$12.54 ,$26.38 ,$2.70 ,$0.96 ,$12.71 ,$20.08 ,$15.95 ,$26.04 ,$70.33 ,$19.38 ,$9.44 ,$2.73 ,$2.43 ,$68.71 ,$8.10 ,$7.12 
18-39980-840,Indiana,Richmond IN Micro,Richmond IN,$11.11 ,$4.12 ,$4.18 ,$1.15 ,$0.83 ,$1.95 ,$2.13 ,$0.90 ,$3.67 ,$2.72 ,$0.55 ,$1.07 ,$1.25 ,$3.19 ,$4.26 ,$2.21 ,$3.19 ,$1.04 ,$2.57 ,$1.81 ,$4.72 ,$3.01 ,$2.12 ,$1.07 ,$3.26 ,$1.40 ,$547 ,"$243,683 ",3.96,$869 ,,$81.21 ,$71.23 ,$152.43 ,$20.07 ,$29.50 ,$2.56 ,$57.33 ,$68.75 ,$71.36 ,$8.42 ,$322.27 ,$3.74 ,$7.99 ,$3.72 ,$12.00 ,$20.79 ,$1.92 ,$0.86 ,$11.50 ,$20.28 ,$23.20 ,$22.74 ,$47.25 ,$18.00 ,$8.83 ,$3.50 ,$2.14 ,$29.50 ,$7.78 ,$7.77 
18-43780-870,Indiana,South Bend-Mishawaka IN-MI Metro,South Bend IN,$11.09 ,$4.33 ,$3.61 ,$1.42 ,$1.17 ,$1.94 ,$1.96 ,$0.91 ,$3.63 ,$2.99 ,$0.54 ,$1.15 ,$1.61 ,$3.79 ,$4.28 ,$2.09 ,$3.23 ,$1.02 ,$2.63 ,$1.67 ,$4.97 ,$2.84 ,$2.17 ,$1.18 ,$3.14 ,$1.38 ,$801 ,"$267,738 ",4.05,$966 ,,$73.91 ,$67.15 ,$141.06 ,$24.49 ,$30.87 ,$2.73 ,$103.65 ,$106.39 ,$83.18 ,$8.38 ,$276.76 ,$3.86 ,$8.74 ,$1.99 ,$16.88 ,$30.46 ,$2.33 ,$0.92 ,$10.58 ,$20.50 ,$16.97 ,$21.25 ,$74.66 ,$15.61 ,$8.14 ,$3.19 ,$2.23 ,$58.73 ,$8.37 ,$7.27 
18-45460-920,Indiana,Terre Haute IN Metro,Terre Haute IN,$12.55 ,$5.08 ,$4.30 ,$1.14 ,$1.01 ,$2.06 ,$2.22 ,$1.19 ,$3.65 ,$3.27 ,$0.65 ,$1.06 ,$1.51 ,$3.83 ,$4.58 ,$2.24 ,$3.27 ,$1.15 ,$2.67 ,$1.42 ,$4.72 ,$2.70 ,$2.56 ,$1.07 ,$2.85 ,$1.32 ,$896 ,"$264,499 ",3.97,$943 ,,$77.33 ,$78.28 ,$155.61 ,$29.72 ,$37.59 ,$2.34 ,$123.67 ,$102.18 ,$115.87 ,$9.09 ,$271.73 ,$2.93 ,$9.03 ,$5.54 ,$10.33 ,$27.87 ,$3.22 ,$0.78 ,$11.39 ,$28.99 ,$23.91 ,$45.31 ,$91.76 ,$18.24 ,$10.27 ,$3.15 ,$3.34 ,$46.34 ,$8.01 ,$7.19 
19-11180-100,Iowa,Ames IA Metro,Ames IA,$9.46 ,$3.81 ,$4.12 ,$1.48 ,$0.86 ,$2.13 ,$1.87 ,$0.94 ,$3.84 ,$2.45 ,$0.54 ,$1.46 ,$1.41 ,$3.10 ,$4.16 ,$1.88 ,$3.07 ,$0.92 ,$2.26 ,$1.75 ,$4.93 ,$2.77 ,$2.12 ,$1.11 ,$3.36 ,$1.61 ,$954 ,"$315,598 ",3.7,"$1,090 ",,$78.89 ,$77.14 ,$156.04 ,$22.40 ,$42.19 ,$2.62 ,$84.63 ,$107.50 ,$80.25 ,$9.29 ,$301.08 ,$4.14 ,$7.99 ,$3.49 ,$16.58 ,$29.50 ,$2.02 ,$0.95 ,$11.24 ,$19.87 ,$13.77 ,$23.35 ,$61.23 ,$25.00 ,$8.83 ,$4.99 ,$2.08 ,$37.44 ,$8.20 ,$4.79 
19-15460-177,Iowa,Burlington IA-IL Micro,Burlington IA,$9.97 ,$4.32 ,$4.03 ,$1.50 ,$0.89 ,$2.17 ,$1.93 ,$0.91 ,$3.97 ,$2.16 ,$0.55 ,$1.38 ,$1.58 ,$2.91 ,$4.42 ,$2.08 ,$3.27 ,$0.95 ,$2.47 ,$1.62 ,$5.12 ,$2.81 ,$2.28 ,$1.14 ,$2.70 ,$1.59 ,$605 ,"$254,450 ",3.9,$900 ,,$113.28 ,$73.75 ,$187.03 ,$26.02 ,$31.31 ,$2.57 ,$74.75 ,$114.50 ,$69.00 ,$10.39 ,$284.22 ,$3.67 ,$9.25 ,$3.83 ,$10.00 ,$25.63 ,$1.98 ,$0.90 ,$12.12 ,$22.92 ,$26.52 ,$28.20 ,$60.00 ,$12.25 ,$8.25 ,$4.00 ,$2.28 ,$47.19 ,$8.04 ,$6.19 
19-16300-200,Iowa,Cedar Rapids IA Metro,Cedar Rapids IA,$9.29 ,$4.43 ,$3.82 ,$1.70 ,$1.04 ,$2.32 ,$2.07 ,$0.99 ,$3.78 ,$2.70 ,$0.57 ,$1.63 ,$1.48 ,$3.51 ,$3.97 ,$2.01 ,$2.85 ,$0.97 ,$1.96 ,$1.70 ,$5.17 ,$2.70 ,$2.29 ,$1.05 ,$3.10 ,$1.61 ,$772 ,"$266,463 ",4.04,$959 ,,$119.51 ,$67.58 ,$187.09 ,$29.25 ,$36.02 ,$2.52 ,$125.79 ,$130.52 ,$73.18 ,$8.48 ,$302.43 ,$4.12 ,$8.12 ,$4.11 ,$15.39 ,$35.86 ,$2.47 ,$1.03 ,$12.17 ,$22.10 ,$15.29 ,$23.53 ,$63.39 ,$22.99 ,$10.00 ,$3.61 ,$2.68 ,$48.88 ,$7.87 ,$9.37 
19-19340-300,Iowa,Davenport-Moline-Rock Island IA-IL Metro,Davenport-Moline-Rock Is IA-IL,$10.14 ,$4.65 ,$4.63 ,$1.53 ,$0.92 ,$2.36 ,$1.97 ,$0.92 ,$4.19 ,$2.72 ,$0.53 ,$1.53 ,$1.39 ,$3.20 ,$4.72 ,$2.21 ,$3.17 ,$1.04 ,$2.43 ,$1.83 ,$4.82 ,$2.93 ,$2.32 ,$1.14 ,$3.50 ,$1.61 ,$767 ,"$334,158 ",4.02,"$1,200 ",,$78.35 ,$67.61 ,$145.96 ,$32.16 ,$44.06 ,$2.65 ,$97.25 ,$115.17 ,$74.83 ,$9.31 ,$295.26 ,$3.80 ,$9.04 ,$3.18 ,$13.91 ,$27.06 ,$2.34 ,$1.01 ,$12.84 ,$35.56 ,$25.29 ,$35.82 ,$69.13 ,$26.00 ,$9.91 ,$3.07 ,$2.44 ,$43.66 ,$8.31 ,$6.64 
19-19780-330,Iowa,Des Moines-West Des Moines IA Metro,Des Moines IA,$9.47 ,$3.88 ,$4.34 ,$1.62 ,$0.90 ,$1.95 ,$2.07 ,$0.92 ,$3.85 ,$2.26 ,$0.55 ,$1.36 ,$1.44 ,$3.18 ,$4.25 ,$1.84 ,$3.26 ,$0.93 ,$2.41 ,$1.76 ,$4.95 ,$2.95 ,$2.25 ,$1.20 ,$3.17 ,$1.54 ,$648 ,"$286,289 ",3.76,$995 ,,$77.11 ,$68.36 ,$145.47 ,$29.30 ,$38.49 ,$2.52 ,$93.58 ,$121.75 ,$76.32 ,$8.69 ,$276.23 ,$4.03 ,$8.43 ,$4.01 ,$13.27 ,$27.36 ,$1.92 ,$0.98 ,$11.77 ,$17.87 ,$12.58 ,$18.88 ,$75.15 ,$25.00 ,$8.80 ,$4.36 ,$2.26 ,$35.82 ,$8.35 ,$6.91 
19-20220-360,Iowa,Dubuque IA Metro,Dubuque IA,$8.99 ,$5.10 ,$4.31 ,$1.58 ,$0.92 ,$2.27 ,$2.06 ,$1.17 ,$3.85 ,$2.58 ,$0.52 ,$1.43 ,$1.71 ,$3.69 ,$4.52 ,$2.20 ,$2.82 ,$0.95 ,$2.20 ,$1.75 ,$5.15 ,$2.65 ,$2.66 ,$1.50 ,$2.84 ,$1.76 ,$587 ,"$229,277 ",3.77,$798 ,,$107.26 ,$80.13 ,$187.39 ,$34.80 ,$32.59 ,$2.65 ,$61.81 ,$117.95 ,$75.51 ,$9.25 ,$297.45 ,$3.28 ,$8.35 ,$5.01 ,$12.13 ,$34.13 ,$2.52 ,$0.85 ,$10.33 ,$19.64 ,$24.76 ,$27.41 ,$78.19 ,$21.96 ,$9.56 ,$2.74 ,$4.32 ,$48.39 ,$8.41 ,$8.42 
19-32380-650,Iowa,Mason City IA Micro,Mason City IA,$10.53 ,$4.56 ,$4.24 ,$1.96 ,$1.04 ,$2.17 ,$2.08 ,$0.91 ,$3.78 ,$2.67 ,$0.59 ,$1.42 ,$1.43 ,$3.71 ,$4.02 ,$2.17 ,$3.30 ,$0.93 ,$1.73 ,$1.91 ,$5.23 ,$2.90 ,$2.38 ,$1.09 ,$2.41 ,$1.41 ,$559 ,"$231,160 ",4.01,$829 ,,$111.44 ,$74.91 ,$186.36 ,$20.07 ,$28.03 ,$2.49 ,$84.67 ,$106.88 ,$78.25 ,$9.32 ,$265.15 ,$3.54 ,$8.74 ,$3.85 ,$17.56 ,$21.25 ,$1.88 ,$0.95 ,$11.11 ,$28.72 ,$21.99 ,$30.07 ,$69.17 ,$25.00 ,$8.25 ,$2.63 ,$2.58 ,$46.63 ,$7.91 ,$6.22 
19-47940-900,Iowa,Waterloo-Cedar Falls IA Metro,Waterloo-Cedar Falls IA,$10.54 ,$4.04 ,$3.87 ,$1.51 ,$0.96 ,$2.06 ,$2.02 ,$0.92 ,$3.48 ,$2.44 ,$0.57 ,$1.42 ,$1.89 ,$3.15 ,$5.18 ,$2.13 ,$2.73 ,$0.88 ,$1.89 ,$1.45 ,$4.46 ,$2.63 ,$2.01 ,$1.06 ,$3.35 ,$1.73 ,$773 ,"$300,262 ",3.97,"$1,071 ",,$78.96 ,$68.75 ,$147.71 ,$20.08 ,$33.72 ,$2.83 ,$122.15 ,$99.31 ,$86.67 ,$10.48 ,$297.45 ,$3.96 ,$8.12 ,$4.88 ,$13.50 ,$23.50 ,$2.43 ,$1.01 ,$9.55 ,$22.64 ,$17.45 ,$25.74 ,$57.50 ,$25.00 ,$9.50 ,$3.35 ,$2.27 ,$33.96 ,$8.16 ,$6.88 
20-19980-200,Kansas,Dodge City KS Micro,Dodge City KS,$10.52 ,$3.75 ,$4.12 ,$1.16 ,$1.06 ,$2.01 ,$2.09 ,$1.11 ,$3.69 ,$2.40 ,$0.54 ,$1.08 ,$1.18 ,$3.48 ,$4.29 ,$2.13 ,$3.61 ,$1.11 ,$2.55 ,$1.84 ,$5.83 ,$2.63 ,$2.36 ,$1.14 ,$2.90 ,$1.49 ,$700 ,"$286,228 ",4,"$1,025 ",,$83.26 ,$63.26 ,$146.52 ,$34.71 ,$30.05 ,$2.57 ,$104.00 ,$91.25 ,$85.71 ,$9.33 ,$297.56 ,$4.17 ,$8.62 ,$5.99 ,$13.75 ,$33.08 ,$2.04 ,$0.89 ,$9.35 ,$25.50 ,$19.97 ,$30.50 ,$64.98 ,$14.77 ,$9.25 ,$3.50 ,$1.97 ,$43.16 ,$8.12 ,$9.04 
20-26740-400,Kansas,Hutchinson KS Micro,Hutchinson KS,$11.72 ,$4.18 ,$3.88 ,$1.09 ,$0.94 ,$1.79 ,$1.93 ,$0.99 ,$3.59 ,$2.97 ,$0.57 ,$0.99 ,$1.34 ,$3.25 ,$4.53 ,$2.16 ,$3.40 ,$1.00 ,$2.65 ,$1.92 ,$4.76 ,$2.53 ,$2.20 ,$0.99 ,$2.75 ,$1.58 ,$664 ,"$259,578 ",3.95,$924 ,,$93.85 ,$67.59 ,$161.43 ,$25.42 ,$34.10 ,$2.51 ,$133.04 ,$116.00 ,$84.04 ,$8.67 ,$303.28 ,$3.74 ,$8.18 ,$3.24 ,$14.99 ,$24.80 ,$2.80 ,$0.92 ,$12.12 ,$33.69 ,$19.37 ,$34.62 ,$57.21 ,$17.33 ,$9.63 ,$4.58 ,$3.20 ,$42.01 ,$8.12 ,$6.96 
20-31740-650,Kansas,Manhattan KS Metro,Manhattan KS,$10.34 ,$4.44 ,$3.89 ,$1.59 ,$0.91 ,$2.14 ,$1.97 ,$0.96 ,$3.82 ,$2.67 ,$0.55 ,$1.13 ,$1.10 ,$3.47 ,$4.67 ,$2.33 ,$3.17 ,$1.30 ,$2.42 ,$1.79 ,$5.11 ,$2.52 ,$2.41 ,$1.08 ,$3.07 ,$1.46 ,$823 ,"$285,416 ",3.85,"$1,004 ",,$99.77 ,$69.28 ,$169.04 ,$21.23 ,$32.30 ,$2.48 ,$136.50 ,$92.19 ,$80.96 ,$8.95 ,$319.85 ,$4.32 ,$9.25 ,$3.73 ,$13.15 ,$30.43 ,$2.21 ,$1.12 ,$13.12 ,$29.79 ,$24.32 ,$33.58 ,$32.13 ,$27.22 ,$10.38 ,$3.37 ,$2.52 ,$40.22 ,$8.04 ,$7.91 
20-41460-750,Kansas,Salina KS Micro,Salina KS,$12.33 ,$4.03 ,$3.51 ,$1.62 ,$1.05 ,$2.06 ,$1.98 ,$0.99 ,$3.69 ,$2.70 ,$0.56 ,$1.06 ,$1.49 ,$3.21 ,$4.37 ,$2.37 ,$3.19 ,$1.01 ,$2.72 ,$1.81 ,$5.31 ,$2.40 ,$2.22 ,$0.98 ,$2.88 ,$1.37 ,$554 ,"$251,408 ",3.95,$896 ,,$100.90 ,$76.26 ,$177.16 ,$27.35 ,$38.90 ,$2.48 ,$131.30 ,$109.83 ,$82.40 ,$8.24 ,$321.92 ,$3.72 ,$9.46 ,$2.14 ,$12.07 ,$29.60 ,$1.99 ,$0.98 ,$12.02 ,$22.33 ,$23.73 ,$27.56 ,$59.71 ,$17.14 ,$5.99 ,$3.24 ,$2.40 ,$37.60 ,$8.54 ,$9.36 
20-45820-800,Kansas,Topeka KS Metro,Topeka KS,$11.00 ,$4.24 ,$4.44 ,$1.80 ,$1.18 ,$1.94 ,$1.92 ,$1.01 ,$3.96 ,$2.60 ,$0.61 ,$1.16 ,$1.39 ,$3.60 ,$4.86 ,$2.07 ,$3.30 ,$1.11 ,$2.64 ,$1.85 ,$4.91 ,$2.78 ,$2.38 ,$1.31 ,$3.29 ,$1.61 ,$794 ,"$239,483 ",3.94,$852 ,,$84.56 ,$68.63 ,$153.19 ,$25.26 ,$33.43 ,$2.45 ,$123.98 ,$84.35 ,$80.66 ,$8.82 ,$308.14 ,$4.04 ,$8.83 ,$4.76 ,$14.86 ,$28.43 ,$2.33 ,$0.93 ,$10.94 ,$29.46 ,$20.16 ,$26.91 ,$52.68 ,$25.26 ,$10.27 ,$5.29 ,$2.55 ,$40.15 ,$8.48 ,$9.63 
20-48620-900,Kansas,Wichita KS Metro,Wichita KS,$10.57 ,$4.32 ,$4.20 ,$1.39 ,$0.93 ,$1.98 ,$2.10 ,$0.96 ,$4.00 ,$2.70 ,$0.58 ,$1.22 ,$1.42 ,$3.42 ,$4.01 ,$2.24 ,$3.38 ,$0.99 ,$2.59 ,$1.71 ,$4.80 ,$2.62 ,$2.28 ,$1.09 ,$3.07 ,$1.62 ,$707 ,"$225,336 ",4.04,$811 ,,$94.96 ,$73.83 ,$168.79 ,$38.28 ,$36.59 ,$2.51 ,$138.93 ,$101.93 ,$78.01 ,$8.42 ,$314.73 ,$3.76 ,$8.10 ,$3.63 ,$14.57 ,$41.27 ,$2.06 ,$1.06 ,$13.03 ,$46.64 ,$21.60 ,$43.05 ,$60.14 ,$21.85 ,$9.09 ,$3.68 ,$2.51 ,$45.07 ,$8.29 ,$7.66 
21-14540-200,Kentucky,Bowling Green KY Metro,Bowling Green KY,$12.00 ,$4.51 ,$3.73 ,$1.27 ,$1.02 ,$2.47 ,$1.99 ,$0.96 ,$3.31 ,$3.15 ,$0.57 ,$1.03 ,$1.76 ,$3.77 ,$4.53 ,$2.08 ,$3.07 ,$0.97 ,$1.76 ,$1.81 ,$5.00 ,$2.74 ,$2.32 ,$1.09 ,$2.72 ,$1.59 ,$624 ,"$262,672 ",3.95,$935 ,,$87.95 ,$110.23 ,$198.19 ,$26.23 ,$35.17 ,$2.46 ,$84.75 ,$92.59 ,$85.00 ,$8.12 ,$302.98 ,$3.82 ,$8.12 ,$3.15 ,$14.46 ,$27.42 ,$2.66 ,$0.87 ,$10.63 ,$20.45 ,$19.04 ,$22.66 ,$75.84 ,$17.73 ,$9.62 ,$4.00 ,$2.56 ,$47.54 ,$8.61 ,$7.24 
21-17140-275,Kentucky,Cincinnati OH-KY-IN Metro,Covington KY,$10.93 ,$4.14 ,$3.87 ,$1.27 ,$1.07 ,$2.26 ,$2.00 ,$0.89 ,$3.77 ,$2.42 ,$0.54 ,$1.04 ,$1.34 ,$3.39 ,$3.76 ,$2.26 ,$3.33 ,$1.04 ,$2.41 ,$1.72 ,$5.00 ,$2.62 ,$2.44 ,$1.02 ,$2.84 ,$1.57 ,$725 ,"$223,517 ",3.86,$787 ,,$63.96 ,$80.50 ,$144.46 ,$29.91 ,$38.70 ,$2.60 ,$101.85 ,$93.00 ,$101.73 ,$8.29 ,$308.21 ,$3.79 ,$8.97 ,$3.66 ,$10.83 ,$32.19 ,$2.78 ,$0.82 ,$10.92 ,$21.36 ,$22.89 ,$23.12 ,$51.14 ,$24.96 ,$10.15 ,$4.25 ,$2.10 ,$48.38 ,$8.44 ,$7.10 
21-30460-600,Kentucky,Lexington-Fayette KY Metro,Lexington KY,$11.21 ,$4.75 ,$3.93 ,$1.21 ,$0.99 ,$2.10 ,$2.03 ,$0.94 ,$3.74 ,$2.98 ,$0.66 ,$1.07 ,$1.53 ,$3.53 ,$4.23 ,$2.10 ,$3.22 ,$0.99 ,$2.24 ,$1.73 ,$5.30 ,$2.67 ,$2.23 ,$1.41 ,$3.16 ,$1.61 ,$870 ,"$219,366 ",3.9,$776 ,,$72.03 ,$69.68 ,$141.71 ,$23.51 ,$32.02 ,$2.64 ,$75.05 ,$95.39 ,$83.42 ,$8.28 ,$315.77 ,$3.63 ,$8.90 ,$3.98 ,$14.40 ,$39.95 ,$2.21 ,$0.84 ,$11.27 ,$41.85 ,$27.36 ,$43.49 ,$55.73 ,$23.24 ,$8.52 ,$4.50 ,$2.28 ,$48.80 ,$8.40 ,$8.43 
21-31140-700,Kentucky,Louisville-Jefferson County KY-IN Metro,Louisville KY,$9.91 ,$3.91 ,$3.64 ,$1.18 ,$0.88 ,$2.01 ,$1.86 ,$1.25 ,$3.61 ,$2.86 ,$0.57 ,$1.16 ,$1.64 ,$3.45 ,$4.49 ,$2.42 ,$3.23 ,$0.96 ,$2.18 ,$1.79 ,$4.87 ,$2.98 ,$2.40 ,$1.14 ,$2.69 ,$1.45 ,$836 ,"$240,015 ",3.97,$856 ,,$60.80 ,$70.33 ,$131.12 ,$30.22 ,$37.70 ,$2.77 ,$82.55 ,$88.60 ,$88.08 ,$8.50 ,$244.85 ,$3.67 ,$10.00 ,$3.72 ,$12.73 ,$34.53 ,$2.25 ,$0.93 ,$11.35 ,$30.85 ,$22.69 ,$31.35 ,$68.93 ,$24.61 ,$9.25 ,$4.20 ,$2.49 ,$46.68 ,$8.76 ,$8.43 
21-37140-850,Kentucky,Paducah KY-IL Micro,Paducah KY,$10.37 ,$4.20 ,$3.93 ,$1.13 ,$0.93 ,$2.38 ,$2.18 ,$1.13 ,$3.88 ,$2.64 ,$0.52 ,$1.37 ,$1.57 ,$3.43 ,$4.44 ,$1.83 ,$2.99 ,$1.19 ,$2.77 ,$1.87 ,$4.50 ,$2.30 ,$2.56 ,$1.15 ,$3.28 ,$1.52 ,$622 ,"$282,403 ",3.88,$997 ,,$120.44 ,$104.84 ,$225.28 ,$25.14 ,$23.94 ,$2.59 ,$54.66 ,$85.20 ,$82.15 ,$8.61 ,$293.21 ,$3.81 ,$8.09 ,$3.19 ,$12.60 ,$23.25 ,$2.03 ,$0.91 ,$13.57 ,$36.88 ,$22.71 ,$29.32 ,$80.33 ,$20.58 ,$9.11 ,$4.33 ,$2.25 ,$29.81 ,$8.61 ,$9.19 
